geoid,cr_geoid,name,original_id,pop100,hu100,state_place_fips
250250811003000,176,Mission Hill,13,311,227,2507000
250250811003001,176,Mission Hill,13,19,12,2507000
250250811003002,176,Mission Hill,13,0,0,2507000
250250811003003,176,Mission Hill,13,0,0,2507000
250250811003004,176,Mission Hill,13,0,0,2507000
250250814003003,176,Mission Hill,13,10,5,2507000
250250814003004,176,Mission Hill,13,14,6,2507000
250250814003005,176,Mission Hill,13,69,22,2507000
250250814003006,176,Mission Hill,13,25,12,2507000
250250814003007,176,Mission Hill,13,29,12,2507000
250250814003008,176,Mission Hill,13,166,64,2507000
250250814003009,176,Mission Hill,13,13,49,2507000
250259818001030,176,Mission Hill,13,0,0,2507000
250259818001032,176,Mission Hill,13,0,0,2507000
250259818001033,176,Mission Hill,13,1,0,2507000
250259818001034,176,Mission Hill,13,0,0,2507000
250259818001035,176,Mission Hill,13,0,0,2507000
250214001002006,177,Longwood,28,0,0,2509210
250250103001004,177,Longwood,28,0,0,2507000
250250103001005,177,Longwood,28,303,62,2507000
250250103001006,177,Longwood,28,186,0,2507000
250250103002000,177,Longwood,28,695,133,2507000
250250103002001,177,Longwood,28,0,0,2507000
250250103002002,177,Longwood,28,0,0,2507000
250250103002003,177,Longwood,28,0,0,2507000
250250103002004,177,Longwood,28,0,0,2507000
250250103002005,177,Longwood,28,945,1,2507000
250250103002006,177,Longwood,28,891,0,2507000
250250103002007,177,Longwood,28,218,0,2507000
250250103002008,177,Longwood,28,0,0,2507000
250250103002009,177,Longwood,28,0,0,2507000
250250103002010,177,Longwood,28,0,0,2507000
250250103002011,177,Longwood,28,302,0,2507000
250250103002012,177,Longwood,28,0,0,2507000
250250103002013,177,Longwood,28,0,0,2507000
250250808011008,177,Longwood,28,0,0,2507000
250250809001000,177,Longwood,28,0,0,2507000
250250809003000,177,Longwood,28,0,0,2507000
250250810011000,177,Longwood,28,3,2,2507000
250250810011001,177,Longwood,28,0,0,2507000
250250810011002,177,Longwood,28,0,0,2507000
250250810011003,177,Longwood,28,1,1,2507000
250250810011004,177,Longwood,28,214,137,2507000
250250810011005,177,Longwood,28,0,0,2507000
250250810011006,177,Longwood,28,0,0,2507000
250250810011007,177,Longwood,28,0,0,2507000
250250810011009,177,Longwood,28,0,0,2507000
250250810011010,177,Longwood,28,27,0,2507000
250250810011011,177,Longwood,28,0,0,2507000
250250810011012,177,Longwood,28,0,0,2507000
250250810011013,177,Longwood,28,0,0,2507000
250250810011014,177,Longwood,28,0,0,2507000
250250810011015,177,Longwood,28,0,0,2507000
250250810011017,177,Longwood,28,0,0,2507000
250250810011018,177,Longwood,28,0,0,2507000
250250810011019,177,Longwood,28,0,0,2507000
250250810012000,177,Longwood,28,0,0,2507000
250250810012001,177,Longwood,28,0,0,2507000
250259818001024,177,Longwood,28,0,0,2507000
250259818001025,177,Longwood,28,0,0,2507000
250259818001027,177,Longwood,28,0,0,2507000
250259818001050,177,Longwood,28,0,0,2507000
250250701011033,180,Chinatown,26,0,0,2507000
250250701011034,180,Chinatown,26,0,0,2507000
250250701011035,180,Chinatown,26,10,8,2507000
250250701011036,180,Chinatown,26,0,0,2507000
250250701011037,180,Chinatown,26,0,0,2507000
250250701011038,180,Chinatown,26,0,0,2507000
250250701011039,180,Chinatown,26,0,0,2507000
250250701011051,180,Chinatown,26,0,0,2507000
250250701011052,180,Chinatown,26,0,0,2507000
250250701011053,180,Chinatown,26,0,0,2507000
250250701011054,180,Chinatown,26,0,0,2507000
250250701011066,180,Chinatown,26,0,0,2507000
250250701011067,180,Chinatown,26,0,0,2507000
250250701011068,180,Chinatown,26,0,0,2507000
250250701017000,180,Chinatown,26,0,0,2507000
250250701017001,180,Chinatown,26,0,0,2507000
250250701017002,180,Chinatown,26,0,0,2507000
250250701017003,180,Chinatown,26,0,0,2507000
250250701017004,180,Chinatown,26,236,106,2507000
250250701017005,180,Chinatown,26,260,128,2507000
250250701017006,180,Chinatown,26,0,0,2507000
250250701017007,180,Chinatown,26,606,467,2507000
250250701017008,180,Chinatown,26,0,0,2507000
250250702001000,180,Chinatown,26,168,59,2507000
250250702001001,180,Chinatown,26,145,53,2507000
250250702001002,180,Chinatown,26,153,74,2507000
250250702001003,180,Chinatown,26,42,17,2507000
250250702001004,180,Chinatown,26,0,0,2507000
250250702001005,180,Chinatown,26,2,0,2507000
250250702001006,180,Chinatown,26,0,0,2507000
250250702001007,180,Chinatown,26,0,0,2507000
250250702001008,180,Chinatown,26,3,1,2507000
250250702001009,180,Chinatown,26,0,0,2507000
250250702001010,180,Chinatown,26,181,23,2507000
250250702001011,180,Chinatown,26,254,121,2507000
250250702001012,180,Chinatown,26,0,0,2507000
250250702001013,180,Chinatown,26,0,0,2507000
250250702001014,180,Chinatown,26,0,0,2507000
250250702001015,180,Chinatown,26,512,251,2507000
250250702001016,180,Chinatown,26,0,0,2507000
250250702002000,180,Chinatown,26,521,214,2507000
250250702002001,180,Chinatown,26,91,36,2507000
250250702002002,180,Chinatown,26,304,90,2507000
250250702002003,180,Chinatown,26,0,0,2507000
250250702002004,180,Chinatown,26,217,104,2507000
250250702002005,180,Chinatown,26,0,0,2507000
250250702003007,180,Chinatown,26,233,162,2507000
250250702003008,180,Chinatown,26,506,200,2507000
250250702003009,180,Chinatown,26,0,0,2507000
250250702003010,180,Chinatown,26,0,0,2507000
250250702003011,180,Chinatown,26,0,0,2507000
250250704021006,180,Chinatown,26,0,0,2507000
250250704021007,180,Chinatown,26,0,0,2507000
250250704021008,180,Chinatown,26,0,0,2507000
250250703003003,183,South End,32,406,279,2507000
250250703003004,183,South End,32,0,0,2507000
250250703003005,183,South End,32,0,0,2507000
250250703003006,183,South End,32,200,132,2507000
250250703003007,183,South End,32,139,124,2507000
250250703003008,183,South End,32,247,172,2507000
250250703004000,183,South End,32,68,48,2507000
250250703004001,183,South End,32,79,53,2507000
250250703004002,183,South End,32,136,85,2507000
250250703004003,183,South End,32,168,94,2507000
250250703004004,183,South End,32,273,195,2507000
250250703004005,183,South End,32,2,2,2507000
250250703004006,183,South End,32,238,167,2507000
250250703004007,183,South End,32,155,102,2507000
250250704021000,183,South End,32,0,0,2507000
250250704021001,183,South End,32,0,0,2507000
250250704021002,183,South End,32,0,0,2507000
250250704021003,183,South End,32,0,0,2507000
250250704021004,183,South End,32,0,0,2507000
250250704021005,183,South End,32,0,0,2507000
250250704021009,183,South End,32,0,0,2507000
250250704021010,183,South End,32,0,0,2507000
250250704021011,183,South End,32,97,0,2507000
250250704021012,183,South End,32,0,0,2507000
250250704021013,183,South End,32,650,350,2507000
250250704021014,183,South End,32,12,4,2507000
250250704021015,183,South End,32,0,0,2507000
250250704021016,183,South End,32,72,38,2507000
250250704021017,183,South End,32,129,40,2507000
250250704021018,183,South End,32,124,44,2507000
250250704021019,183,South End,32,0,0,2507000
250250704021020,183,South End,32,442,142,2507000
250250704021021,183,South End,32,15,4,2507000
250250704021022,183,South End,32,98,32,2507000
250250704021023,183,South End,32,84,26,2507000
250250704021024,183,South End,32,0,0,2507000
250250704021025,183,South End,32,0,0,2507000
250250704021026,183,South End,32,0,0,2507000
250250704021027,183,South End,32,0,0,2507000
250250704021028,183,South End,32,0,0,2507000
250250704021029,183,South End,32,0,0,2507000
250250705001000,183,South End,32,124,49,2507000
250250705001001,183,South End,32,0,0,2507000
250250705001002,183,South End,32,170,106,2507000
250250705001003,183,South End,32,299,168,2507000
250250705001004,183,South End,32,216,137,2507000
250250705001005,183,South End,32,182,121,2507000
250250705001006,183,South End,32,79,44,2507000
250250705001007,183,South End,32,89,51,2507000
250250705001008,183,South End,32,57,43,2507000
250250705001009,183,South End,32,318,195,2507000
250250705001010,183,South End,32,166,104,2507000
250250705002000,183,South End,32,134,54,2507000
250250705002001,183,South End,32,429,301,2507000
250250705002002,183,South End,32,99,34,2507000
250250705002003,183,South End,32,98,28,2507000
250250705002004,183,South End,32,125,52,2507000
250250705002005,183,South End,32,55,22,2507000
250250705002006,183,South End,32,59,33,2507000
250250705003000,183,South End,32,401,226,2507000
250250705003001,183,South End,32,10,4,2507000
250250705003002,183,South End,32,141,95,2507000
250250705003003,183,South End,32,157,92,2507000
250250705003004,183,South End,32,96,49,2507000
250250705003005,183,South End,32,72,41,2507000
250250705003006,183,South End,32,48,18,2507000
250250705003007,183,South End,32,85,38,2507000
250250705003008,183,South End,32,183,114,2507000
250250705003009,183,South End,32,147,106,2507000
250250705003010,183,South End,32,49,18,2507000
250250705003011,183,South End,32,4,2,2507000
250250705004000,183,South End,32,90,48,2507000
250250705004001,183,South End,32,82,26,2507000
250250705004002,183,South End,32,227,88,2507000
250250705004003,183,South End,32,75,47,2507000
250250705004004,183,South End,32,74,24,2507000
250250705004005,183,South End,32,15,0,2507000
250250705004006,183,South End,32,25,8,2507000
250250705004007,183,South End,32,60,36,2507000
250250705004008,183,South End,32,66,45,2507000
250250705004009,183,South End,32,229,136,2507000
250250705004010,183,South End,32,128,77,2507000
250250705004011,183,South End,32,126,95,2507000
250250705004012,183,South End,32,29,15,2507000
250250705004013,183,South End,32,18,9,2507000
250250705004014,183,South End,32,42,19,2507000
250250705004015,183,South End,32,82,48,2507000
250250706001000,183,South End,32,352,214,2507000
250250706001001,183,South End,32,168,102,2507000
250250706001002,183,South End,32,46,32,2507000
250250706001003,183,South End,32,202,123,2507000
250250706001004,183,South End,32,189,95,2507000
250250706001005,183,South End,32,170,101,2507000
250250706002000,183,South End,32,196,106,2507000
250250706002001,183,South End,32,302,195,2507000
250250706002002,183,South End,32,329,188,2507000
250250706002003,183,South End,32,286,153,2507000
250250707001006,183,South End,32,202,171,2507000
250250707001007,183,South End,32,455,231,2507000
250250707001008,183,South End,32,157,46,2507000
250250707001009,183,South End,32,297,158,2507000
250250707002000,183,South End,32,123,70,2507000
250250707002001,183,South End,32,114,92,2507000
250250707002002,183,South End,32,229,139,2507000
250250707002003,183,South End,32,85,39,2507000
250250707002004,183,South End,32,94,55,2507000
250250707002006,183,South End,32,81,55,2507000
250250707002007,183,South End,32,75,40,2507000
250250707002008,183,South End,32,81,41,2507000
250250707002009,183,South End,32,132,88,2507000
250250707002010,183,South End,32,67,34,2507000
250250707002011,183,South End,32,45,24,2507000
250250707002012,183,South End,32,0,0,2507000
250250707002013,183,South End,32,74,45,2507000
250250708001000,183,South End,32,382,225,2507000
250250708001001,183,South End,32,44,27,2507000
250250708001002,183,South End,32,120,70,2507000
250250708001003,183,South End,32,120,81,2507000
250250708001004,183,South End,32,61,46,2507000
250250708001005,183,South End,32,74,61,2507000
250250708001006,183,South End,32,219,154,2507000
250250708001007,183,South End,32,235,137,2507000
250250708001008,183,South End,32,132,54,2507000
250250708001009,183,South End,32,163,88,2507000
250250708003002,183,South End,32,0,0,2507000
250250708003003,183,South End,32,247,156,2507000
250250708003004,183,South End,32,256,152,2507000
250250708003005,183,South End,32,297,151,2507000
250250708003006,183,South End,32,172,106,2507000
250250709001000,183,South End,32,28,16,2507000
250250709001001,183,South End,32,49,29,2507000
250250709001002,183,South End,32,145,82,2507000
250250709001003,183,South End,32,188,102,2507000
250250709001004,183,South End,32,158,89,2507000
250250709001005,183,South End,32,374,202,2507000
250250709001006,183,South End,32,36,19,2507000
250250709001007,183,South End,32,36,17,2507000
250250709001009,183,South End,32,0,0,2507000
250250709001010,183,South End,32,202,119,2507000
250250709001011,183,South End,32,163,84,2507000
250250709001012,183,South End,32,41,22,2507000
250250709001013,183,South End,32,116,72,2507000
250250709001014,183,South End,32,89,41,2507000
250250709001015,183,South End,32,145,100,2507000
250250709001016,183,South End,32,0,0,2507000
250250709001017,183,South End,32,71,44,2507000
250250709001018,183,South End,32,187,89,2507000
250250709001019,183,South End,32,34,23,2507000
250250709001020,183,South End,32,95,77,2507000
250250711011000,183,South End,32,380,244,2507000
250250711011001,183,South End,32,75,52,2507000
250250711011002,183,South End,32,82,52,2507000
250250711011003,183,South End,32,138,59,2507000
250250711011004,183,South End,32,0,0,2507000
250250711011005,183,South End,32,316,227,2507000
250250711011006,183,South End,32,375,253,2507000
250250711011007,183,South End,32,78,0,2507000
250250711011008,183,South End,32,0,0,2507000
250250711011009,183,South End,32,0,0,2507000
250250711011010,183,South End,32,0,0,2507000
250250711011011,183,South End,32,54,41,2507000
250250711011012,183,South End,32,0,0,2507000
250250711011013,183,South End,32,0,0,2507000
250250711011014,183,South End,32,0,0,2507000
250250711012000,183,South End,32,230,1,2507000
250250711012001,183,South End,32,0,0,2507000
250250711012002,183,South End,32,385,246,2507000
250250711012003,183,South End,32,36,21,2507000
250250711012004,183,South End,32,194,108,2507000
250250711012005,183,South End,32,95,73,2507000
250250711012006,183,South End,32,0,0,2507000
250250711012007,183,South End,32,142,97,2507000
250250711012008,183,South End,32,144,96,2507000
250250711012009,183,South End,32,198,108,2507000
250250711012010,183,South End,32,0,0,2507000
250250711012011,183,South End,32,0,0,2507000
250250711012012,183,South End,32,0,0,2507000
250250711012013,183,South End,32,0,0,2507000
250250712011000,183,South End,32,0,0,2507000
250250712011001,183,South End,32,0,0,2507000
250250712011002,183,South End,32,0,0,2507000
250250712011003,183,South End,32,144,34,2507000
250250712011004,183,South End,32,175,120,2507000
250250712011005,183,South End,32,253,152,2507000
250250712011006,183,South End,32,0,0,2507000
250250712011007,183,South End,32,108,52,2507000
250250712011008,183,South End,32,289,135,2507000
250250712011009,183,South End,32,118,57,2507000
250250712011010,183,South End,32,0,0,2507000
250250712011011,183,South End,32,130,76,2507000
250250712011012,183,South End,32,39,22,2507000
250250712011013,183,South End,32,128,64,2507000
250250712011014,183,South End,32,0,0,2507000
250250712011015,183,South End,32,133,106,2507000
250250712011016,183,South End,32,5,0,2507000
250250712011017,183,South End,32,104,0,2507000
250250712011018,183,South End,32,0,0,2507000
250250712011019,183,South End,32,273,1,2507000
250250712012000,183,South End,32,85,60,2507000
250250712012001,183,South End,32,47,32,2507000
250250712012002,183,South End,32,385,172,2507000
250250712012003,183,South End,32,100,67,2507000
250250712012004,183,South End,32,55,23,2507000
250250712012005,183,South End,32,43,23,2507000
250250712012006,183,South End,32,51,41,2507000
250250712012007,183,South End,32,0,0,2507000
250250712012008,183,South End,32,458,157,2507000
250250712012009,183,South End,32,0,0,2507000
250250712012010,183,South End,32,0,2,2507000
250250712012011,183,South End,32,8,3,2507000
250250712012012,183,South End,32,0,0,2507000
250250712012013,183,South End,32,0,0,2507000
250250712012014,183,South End,32,0,0,2507000
250250801001001,183,South End,32,0,0,2507000
250250101041000,184,Back Bay,2,380,249,2507000
250250101041001,184,Back Bay,2,151,102,2507000
250250101041002,184,Back Bay,2,265,155,2507000
250250101041003,184,Back Bay,2,70,46,2507000
250250101041004,184,Back Bay,2,46,21,2507000
250250101041005,184,Back Bay,2,19,12,2507000
250250101041006,184,Back Bay,2,380,257,2507000
250250101041007,184,Back Bay,2,0,0,2507000
250250105001000,184,Back Bay,2,0,0,2507000
250250105001001,184,Back Bay,2,0,0,2507000
250250105001002,184,Back Bay,2,0,0,2507000
250250105001003,184,Back Bay,2,0,0,2507000
250250105001004,184,Back Bay,2,422,1,2507000
250250105001005,184,Back Bay,2,0,0,2507000
250250105001006,184,Back Bay,2,171,119,2507000
250250105001007,184,Back Bay,2,360,229,2507000
250250105001008,184,Back Bay,2,0,0,2507000
250250105001009,184,Back Bay,2,0,0,2507000
250250105001010,184,Back Bay,2,0,0,2507000
250250105002000,184,Back Bay,2,0,0,2507000
250250105002001,184,Back Bay,2,522,320,2507000
250250105002002,184,Back Bay,2,143,94,2507000
250250105002003,184,Back Bay,2,188,132,2507000
250250105002004,184,Back Bay,2,10,7,2507000
250250105002005,184,Back Bay,2,0,0,2507000
250250105002006,184,Back Bay,2,236,191,2507000
250250105003000,184,Back Bay,2,130,88,2507000
250250105003001,184,Back Bay,2,31,22,2507000
250250105003002,184,Back Bay,2,214,159,2507000
250250105003003,184,Back Bay,2,100,59,2507000
250250105003004,184,Back Bay,2,336,198,2507000
250250105003005,184,Back Bay,2,181,148,2507000
250250106001000,184,Back Bay,2,0,0,2507000
250250106001001,184,Back Bay,2,0,0,2507000
250250106001002,184,Back Bay,2,0,0,2507000
250250106001003,184,Back Bay,2,0,0,2507000
250250106001004,184,Back Bay,2,0,0,2507000
250250106001005,184,Back Bay,2,103,96,2507000
250250106001006,184,Back Bay,2,0,0,2507000
250250106001007,184,Back Bay,2,325,244,2507000
250250106001008,184,Back Bay,2,0,0,2507000
250250106001009,184,Back Bay,2,235,293,2507000
250250106001010,184,Back Bay,2,75,67,2507000
250250106001011,184,Back Bay,2,0,0,2507000
250250106001012,184,Back Bay,2,0,0,2507000
250250106001013,184,Back Bay,2,0,0,2507000
250250106001014,184,Back Bay,2,748,622,2507000
250250106001015,184,Back Bay,2,0,0,2507000
250250106001016,184,Back Bay,2,0,0,2507000
250250106001017,184,Back Bay,2,0,0,2507000
250250106001018,184,Back Bay,2,73,61,2507000
250250106001019,184,Back Bay,2,0,0,2507000
250250106001020,184,Back Bay,2,0,0,2507000
250250106002000,184,Back Bay,2,0,0,2507000
250250106002001,184,Back Bay,2,0,0,2507000
250250106002002,184,Back Bay,2,0,0,2507000
250250106002003,184,Back Bay,2,0,0,2507000
250250106002004,184,Back Bay,2,0,0,2507000
250250106002005,184,Back Bay,2,0,0,2507000
250250106002006,184,Back Bay,2,0,0,2507000
250250106002007,184,Back Bay,2,0,0,2507000
250250106002008,184,Back Bay,2,139,104,2507000
250250106002009,184,Back Bay,2,132,98,2507000
250250106002010,184,Back Bay,2,172,99,2507000
250250106002011,184,Back Bay,2,141,109,2507000
250250106002012,184,Back Bay,2,362,249,2507000
250250106002013,184,Back Bay,2,193,164,2507000
250250106002014,184,Back Bay,2,160,119,2507000
250250107011000,184,Back Bay,2,31,39,2507000
250250107011001,184,Back Bay,2,39,42,2507000
250250107011002,184,Back Bay,2,40,24,2507000
250250107011003,184,Back Bay,2,150,80,2507000
250250107011004,184,Back Bay,2,85,84,2507000
250250107011005,184,Back Bay,2,151,91,2507000
250250107011006,184,Back Bay,2,242,4,2507000
250250107011007,184,Back Bay,2,144,98,2507000
250250107011008,184,Back Bay,2,150,90,2507000
250250107012000,184,Back Bay,2,222,137,2507000
250250107012001,184,Back Bay,2,107,81,2507000
250250107012002,184,Back Bay,2,76,34,2507000
250250107012003,184,Back Bay,2,142,114,2507000
250250107012004,184,Back Bay,2,121,100,2507000
250250107013000,184,Back Bay,2,0,0,2507000
250250107013001,184,Back Bay,2,151,102,2507000
250250107013002,184,Back Bay,2,47,32,2507000
250250107013003,184,Back Bay,2,31,27,2507000
250250107013004,184,Back Bay,2,92,69,2507000
250250107013005,184,Back Bay,2,139,117,2507000
250250107013006,184,Back Bay,2,49,39,2507000
250250107013007,184,Back Bay,2,89,72,2507000
250250107013008,184,Back Bay,2,86,57,2507000
250250107013009,184,Back Bay,2,76,55,2507000
250250107013010,184,Back Bay,2,18,11,2507000
250250107013011,184,Back Bay,2,0,0,2507000
250250107013012,184,Back Bay,2,0,0,2507000
250250107021000,184,Back Bay,2,8,8,2507000
250250107021001,184,Back Bay,2,10,6,2507000
250250107021002,184,Back Bay,2,0,0,2507000
250250107021003,184,Back Bay,2,0,0,2507000
250250107021004,184,Back Bay,2,0,0,2507000
250250107021005,184,Back Bay,2,0,0,2507000
250250107021006,184,Back Bay,2,110,96,2507000
250250107021007,184,Back Bay,2,29,18,2507000
250250107021008,184,Back Bay,2,31,4,2507000
250250107021009,184,Back Bay,2,290,212,2507000
250250107021010,184,Back Bay,2,27,13,2507000
250250107021011,184,Back Bay,2,141,119,2507000
250250107021012,184,Back Bay,2,12,6,2507000
250250107021013,184,Back Bay,2,0,0,2507000
250250107021014,184,Back Bay,2,5,0,2507000
250250107022000,184,Back Bay,2,172,141,2507000
250250107022001,184,Back Bay,2,175,106,2507000
250250107022002,184,Back Bay,2,158,84,2507000
250250107022003,184,Back Bay,2,173,64,2507000
250250107022004,184,Back Bay,2,75,54,2507000
250250107022005,184,Back Bay,2,22,16,2507000
250250107023000,184,Back Bay,2,116,84,2507000
250250107023001,184,Back Bay,2,66,40,2507000
250250107023002,184,Back Bay,2,50,35,2507000
250250107023003,184,Back Bay,2,0,0,2507000
250250107023004,184,Back Bay,2,333,251,2507000
250250107023005,184,Back Bay,2,111,77,2507000
250250107023006,184,Back Bay,2,168,150,2507000
250250107023007,184,Back Bay,2,8,0,2507000
250250107023008,184,Back Bay,2,18,3,2507000
250250107023009,184,Back Bay,2,92,56,2507000
250250108011000,184,Back Bay,2,244,60,2507000
250250108011001,184,Back Bay,2,245,157,2507000
250250108011002,184,Back Bay,2,175,137,2507000
250250108012000,184,Back Bay,2,0,0,2507000
250250108012001,184,Back Bay,2,260,195,2507000
250250108012002,184,Back Bay,2,232,156,2507000
250250108012003,184,Back Bay,2,279,214,2507000
250250108012004,184,Back Bay,2,193,113,2507000
250250108013000,184,Back Bay,2,0,0,2507000
250250108013001,184,Back Bay,2,0,0,2507000
250250108013002,184,Back Bay,2,237,155,2507000
250250108013003,184,Back Bay,2,307,220,2507000
250250108013004,184,Back Bay,2,254,217,2507000
250250108013005,184,Back Bay,2,164,129,2507000
250250108013006,184,Back Bay,2,193,146,2507000
250250108021000,184,Back Bay,2,141,95,2507000
250250108021001,184,Back Bay,2,84,35,2507000
250250108021002,184,Back Bay,2,143,98,2507000
250250108021003,184,Back Bay,2,190,141,2507000
250250108021004,184,Back Bay,2,140,96,2507000
250250108021005,184,Back Bay,2,121,75,2507000
250250108021006,184,Back Bay,2,85,68,2507000
250250108021007,184,Back Bay,2,148,76,2507000
250250108022000,184,Back Bay,2,0,0,2507000
250250108022001,184,Back Bay,2,295,182,2507000
250250108022002,184,Back Bay,2,312,228,2507000
250250108022003,184,Back Bay,2,295,209,2507000
250250108022004,184,Back Bay,2,278,191,2507000
250250108022005,184,Back Bay,2,241,161,2507000
250250108023000,184,Back Bay,2,0,0,2507000
250250108023001,184,Back Bay,2,235,185,2507000
250250108023002,184,Back Bay,2,198,153,2507000
250250108023003,184,Back Bay,2,153,113,2507000
250250703001002,184,Back Bay,2,0,0,2507000
250250703001003,184,Back Bay,2,0,0,2507000
250250703001004,184,Back Bay,2,0,0,2507000
250250703001009,184,Back Bay,2,0,0,2507000
250250707001000,184,Back Bay,2,32,25,2507000
250250707001001,184,Back Bay,2,18,13,2507000
250250707001002,184,Back Bay,2,0,0,2507000
250250707001003,184,Back Bay,2,0,0,2507000
250250707001004,184,Back Bay,2,0,0,2507000
250250707001005,184,Back Bay,2,0,0,2507000
250250707002005,184,Back Bay,2,0,0,2507000
250250708003000,184,Back Bay,2,0,0,2507000
250250708003001,184,Back Bay,2,100,47,2507000
250259815011012,184,Back Bay,2,0,0,2507000
250259815011013,184,Back Bay,2,0,0,2507000
250259815011014,184,Back Bay,2,0,0,2507000
250259815011015,184,Back Bay,2,0,0,2507000
250259815011018,184,Back Bay,2,0,0,2507000
250259815011019,184,Back Bay,2,0,0,2507000
250259815011020,184,Back Bay,2,0,0,2507000
250259815011021,184,Back Bay,2,0,0,2507000
250259815011022,184,Back Bay,2,0,0,2507000
250259815011023,184,Back Bay,2,5,0,2507000
250259815011028,184,Back Bay,2,0,0,2507000
250259815011029,184,Back Bay,2,0,0,2507000
250259815011030,184,Back Bay,2,0,0,2507000
250259815011031,184,Back Bay,2,0,0,2507000
250259815011062,184,Back Bay,2,0,0,2507000
250250501011000,185,East Boston,8,210,78,2507000
250250501011001,185,East Boston,8,344,116,2507000
250250501011002,185,East Boston,8,459,128,2507000
250250501011003,185,East Boston,8,223,73,2507000
250250501011004,185,East Boston,8,231,65,2507000
250250501011005,185,East Boston,8,243,73,2507000
250250501011006,185,East Boston,8,3,1,2507000
250250501012002,185,East Boston,8,426,189,2507000
250250501012003,185,East Boston,8,153,45,2507000
250250501012004,185,East Boston,8,98,35,2507000
250250501012005,185,East Boston,8,143,80,2507000
250250501012006,185,East Boston,8,227,93,2507000
250250501012007,185,East Boston,8,0,0,2507000
250250501013000,185,East Boston,8,342,143,2507000
250250501013001,185,East Boston,8,112,41,2507000
250250501013002,185,East Boston,8,384,128,2507000
250250501013003,185,East Boston,8,244,79,2507000
250250501013004,185,East Boston,8,210,71,2507000
250250501013005,185,East Boston,8,221,79,2507000
250250501013006,185,East Boston,8,417,143,2507000
250250502001000,185,East Boston,8,428,137,2507000
250250502001001,185,East Boston,8,332,113,2507000
250250502001002,185,East Boston,8,213,91,2507000
250250502001003,185,East Boston,8,240,79,2507000
250250502001004,185,East Boston,8,277,86,2507000
250250502001005,185,East Boston,8,302,109,2507000
250250502001006,185,East Boston,8,397,142,2507000
250250502002000,185,East Boston,8,369,118,2507000
250250502002001,185,East Boston,8,276,155,2507000
250250502002002,185,East Boston,8,173,56,2507000
250250502002003,185,East Boston,8,333,116,2507000
250250502002004,185,East Boston,8,0,0,2507000
250250502002005,185,East Boston,8,0,0,2507000
250250502002006,185,East Boston,8,0,0,2507000
250250502002007,185,East Boston,8,0,0,2507000
250250502003000,185,East Boston,8,394,130,2507000
250250502003001,185,East Boston,8,442,153,2507000
250250502004000,185,East Boston,8,200,82,2507000
250250502004001,185,East Boston,8,456,134,2507000
250250502004002,185,East Boston,8,399,133,2507000
250250503001000,185,East Boston,8,0,0,2507000
250250503001004,185,East Boston,8,0,0,2507000
250250503001005,185,East Boston,8,13,8,2507000
250250503001006,185,East Boston,8,245,84,2507000
250250503001007,185,East Boston,8,18,8,2507000
250250503001008,185,East Boston,8,13,5,2507000
250250503001009,185,East Boston,8,13,18,2507000
250250503001010,185,East Boston,8,128,33,2507000
250250503001011,185,East Boston,8,0,0,2507000
250250503001012,185,East Boston,8,47,20,2507000
250250503001013,185,East Boston,8,7,6,2507000
250250503001014,185,East Boston,8,0,0,2507000
250250503001015,185,East Boston,8,0,0,2507000
250250503001017,185,East Boston,8,0,0,2507000
250250503001018,185,East Boston,8,0,0,2507000
250250503001019,185,East Boston,8,0,0,2507000
250250503001021,185,East Boston,8,138,50,2507000
250250503001022,185,East Boston,8,24,12,2507000
250250503001023,185,East Boston,8,81,38,2507000
250250503002000,185,East Boston,8,48,14,2507000
250250503002001,185,East Boston,8,148,40,2507000
250250503002002,185,East Boston,8,43,13,2507000
250250503002003,185,East Boston,8,339,145,2507000
250250503002004,185,East Boston,8,125,39,2507000
250250503002005,185,East Boston,8,136,34,2507000
250250503002006,185,East Boston,8,685,474,2507000
250250503002007,185,East Boston,8,0,0,2507000
250250504001000,185,East Boston,8,284,104,2507000
250250504001001,185,East Boston,8,36,12,2507000
250250504001002,185,East Boston,8,0,1,2507000
250250504001003,185,East Boston,8,73,24,2507000
250250504001004,185,East Boston,8,2,1,2507000
250250504001005,185,East Boston,8,193,82,2507000
250250504001006,185,East Boston,8,49,14,2507000
250250504002000,185,East Boston,8,165,119,2507000
250250504002001,185,East Boston,8,344,129,2507000
250250504002002,185,East Boston,8,268,112,2507000
250250504002003,185,East Boston,8,527,207,2507000
250250504002004,185,East Boston,8,67,31,2507000
250250504002005,185,East Boston,8,101,58,2507000
250250504002006,185,East Boston,8,263,141,2507000
250250505001000,185,East Boston,8,137,64,2507000
250250505001001,185,East Boston,8,193,67,2507000
250250505001002,185,East Boston,8,559,218,2507000
250250505001003,185,East Boston,8,148,48,2507000
250250505001004,185,East Boston,8,37,8,2507000
250250505001005,185,East Boston,8,40,16,2507000
250250505001006,185,East Boston,8,207,81,2507000
250250505001007,185,East Boston,8,144,56,2507000
250250505001008,185,East Boston,8,392,144,2507000
250250506001000,185,East Boston,8,111,35,2507000
250250506001001,185,East Boston,8,4,1,2507000
250250506001002,185,East Boston,8,84,30,2507000
250250506001003,185,East Boston,8,0,0,2507000
250250506001004,185,East Boston,8,0,0,2507000
250250506001005,185,East Boston,8,0,0,2507000
