hl1_x,position_section,position_subsection,author,year,longitude,latitude,Tracts,T_Total,T_White alone,T_Black or African American alone,T_American Indian and Alaska Native alone,T_Asian alone,T_Native Hawaiian and Other Pacific Islander alone,T_Some Other Race alone,T_Population of two or more races,T_Total Hispanic or Latino origin,T_Not Hispanic or Latino,T_Hispanic or Latino,Article_Count,T_majority_race,Neighborhood,White alone,Black or African American alone,Hispanic or Latino,"Asian, Native Hawaiian and Pacific Islander",Other Races or Multiple Races,majority_race
when your beer can is also miniature art gallery,LIVING ARTS,Food,unknown,2017.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,952.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
widespread bomb threats target jewish centers,NEWS,Metro,unknown,2017.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,952.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
state can afford to scrimp on funding to aid problem gamblers,EDITORIAL OPINION,Letters,unknown,2017.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,952.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
al white newspaper editor found dead at home,NEWS,Metro,unknown,2017.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,952.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
walgreens to pay $200 000 for its lapses with opioids,NEWS,Metro,unknown,2017.0,-71.057716,42.35807,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,952.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
walsh preschool plan faces hurdles,NEWS,Metro,unknown,2017.0,-71.057993,42.360406,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,952.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
for iconic cod study fails to calm waters,NEWS,Metro,unknown,2017.0,-71.050518,42.3552589,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,952.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
nhl standings,SPORTS,unknown,unknown,2017.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,952.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
turnout large as mosques open doors,NEWS,Metro,unknown,2017.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,952.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
trump opioid commission is politics at its worst,EDITORIAL OPINION,Letters,unknown,2017.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,952.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
falcons are not satisfied,SPORTS,unknown,unknown,2017.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,952.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
gun backers sue healey in bid to halt stricter rule,NEWS,Metro,unknown,2017.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,952.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
man who revealed $17.5m stash to stay in jail,BUSINESS,unknown,unknown,2017.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,952.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
state agency aims to cut payments to hospitals,BUSINESS,unknown,unknown,2017.0,-71.0624686,42.3594386,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,952.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
mcdonald all day breakfast push no longer fueling growth,BUSINESS,unknown,unknown,2017.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,952.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
five top issues before trump on immigrants and borders,NEWS,Metro,unknown,2017.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,952.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
grantham mayo hires new chief executive,BUSINESS,unknown,unknown,2017.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,952.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
will celtics wizards renew feud,SPORTS,unknown,unknown,2017.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,952.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
wizards 92 celtics 91,SPORTS,unknown,unknown,2017.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,952.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
frankie shaw to star in showtime series,LIVING ARTS,unknown,unknown,2017.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,952.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
harsh light thrown on conversion therapy,EDITORIAL OPINION,Letters,unknown,2017.0,-71.059625,42.358783,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,952.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
festival fashion statements,LIVING ARTS,unknown,unknown,2017.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,952.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
partners healthcare cutting $600m in costs,BUSINESS,unknown,unknown,2017.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,952.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
roku aims to raise as much as $219 million in initial offering,BUSINESS,unknown,unknown,2017.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,952.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
an open letter to congress,EDITORIAL OPINION,Opinion,unknown,2017.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,952.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
us plan takes aim at protected sites,NEWS,Metro,unknown,2017.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,952.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
region warned to brace for storm,NEWS,Metro,unknown,2017.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,952.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
billboard causes stir in s. boston,BUSINESS,unknown,unknown,2017.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,952.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
this time boston labor mayor on sidelines of negotiations,BUSINESS,unknown,unknown,2017.0,-71.057993,42.360406,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,952.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
new venture fund targets women led startups,BUSINESS,unknown,unknown,2017.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,952.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
shrewd moves amazon others go downmarket,BUSINESS,unknown,unknown,2017.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,952.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
an artist talk new college vice president and an art show,REGIONAL,West,unknown,2017.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,952.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
nearly 100 gather for antifascism rally,NEWS,Metro,unknown,2017.0,-71.05935029999999,42.3602242,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,952.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
toasting new place to shop,LIVING ARTS,unknown,unknown,2017.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,952.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
child life is honored by strangers giving back,REGIONAL,West,unknown,2017.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,952.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
celebrating new look at girl scout museum,REGIONAL,West,unknown,2017.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,952.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
in parkour adults play seriously,REGIONAL,North,unknown,2017.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,952.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
homealone,LIVING ARTS,unknown,unknown,2017.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,952.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
banning sex slave ads it shouldn cause fight,BUSINESS,unknown,unknown,2017.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,952.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
former cfo of racepoint global charged with embezzling $3.6m,BUSINESS,unknown,unknown,2017.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,952.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
sjc narrows first degree murder rules,NEWS,Metro,unknown,2017.0,-71.0611924,42.3591924,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,952.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
state street unveils new web platform,BUSINESS,unknown,unknown,2017.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,952.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
help wanted times 50 000,BUSINESS,unknown,unknown,2017.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,952.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
carbon fee is our climate moon shot and it well within reach,EDITORIAL OPINION,Letters,unknown,2017.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,952.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
time for change,NEWS,Metro,unknown,2017.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,952.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
photographers head to texas to aid victims of hurricane,NEWS,Metro,unknown,2017.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,952.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
mother wants son to feel joy of christmas,NEWS,Metro,unknown,2017.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,952.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
the essential role of the health care mandate,EDITORIAL OPINION,Letters,unknown,2017.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,952.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
with sandoval shoulder is key,SPORTS,unknown,unknown,2017.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,952.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
chara playing the point,SPORTS,unknown,unknown,2017.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,952.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
no rest for protesters,NEWS,Metro,unknown,2017.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,952.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
western mass. drops the ern,NEWS,Metro,unknown,2017.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,952.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
berger named to post at medinol,BUSINESS,unknown,unknown,2017.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,952.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
long wait times are sign of widespread problem,EDITORIAL OPINION,Letters,unknown,2017.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,952.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
101,NEWS,Metro,unknown,2017.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,952.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
in mass. some top industries pan gop tax plan,BUSINESS,unknown,unknown,2017.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,952.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
met opera suspends james levine,NEWS,Metro,unknown,2017.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,952.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
disturbed by portrayal in editorial cartoon,EDITORIAL OPINION,Letters,unknown,2017.0,-71.05935710000001,42.358993,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,952.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
college football bowl schedule,SPORTS,unknown,unknown,2017.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,952.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
spreading more holiday cheer to home in need at christmas,NEWS,Metro,unknown,2017.0,-71.0561981,42.3587684,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,952.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
san diego ad campaign promotes its medical care,BUSINESS,unknown,unknown,2017.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,952.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
still some drawing to do in faceoff dot,SPORTS,unknown,unknown,2017.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,952.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
we never figured him out,SPORTS,unknown,unknown,2017.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,952.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
partners looks to r.i. to expand,BUSINESS,unknown,unknown,2017.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,952.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
death expected to void hernandez guilty verdict,NEWS,Metro,unknown,2017.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,952.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
cumberland farms brews up new ads,BUSINESS,unknown,unknown,2017.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,952.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
ge and partners to collaborate,BUSINESS,unknown,unknown,2017.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,952.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
snow pile lingers in chestnut hill despite heat,NEWS,Metro,unknown,2017.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,952.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
restoring credibility to the russia investigation,EDITORIAL OPINION,Editorial,unknown,2017.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,952.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
police post on arrest has fans foes,NEWS,Metro,unknown,2017.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,952.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
mueller work in boston on big cases made talents clear,NEWS,Metro,unknown,2017.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,952.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
surge in chinese tourists has boston eager for more,BUSINESS,unknown,unknown,2017.0,-71.0491475,42.3592478,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,952.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
what sizes and shapes say about seashells,SUNDAY,Ideas,By Kelly Kasulis,2017.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,952.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
an animal control job can be ruff,BUSINESS,unknown,unknown,2017.0,-71.059341,42.3580781,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,952.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
custom made,BUSINESS,unknown,unknown,2017.0,-71.04880179999999,42.3602482,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,952.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
still looking,BUSINESS,unknown,unknown,2017.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,952.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
duke krzyzewski will have back surgery,SPORTS,unknown,unknown,2017.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,952.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
driver in fatal crash gets four years,NEWS,Metro,unknown,2017.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,952.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
second month is becoming first in snowfall,NEWS,Metro,unknown,2017.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,952.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
trumps get invite to springfield from mayor,NEWS,Metro,unknown,2017.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,952.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
punitive ice arrests make mass. less safe,EDITORIAL OPINION,Editorial,unknown,2017.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,952.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
just want to proudly say am veteran,BUSINESS,unknown,unknown,2017.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,952.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
ice raids punitive state democrats charge,NEWS,Metro,unknown,2017.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,952.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
duo boosts lynn classical,SPORTS,unknown,unknown,2017.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,952.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
judge allows tattoo artist to testify in hernandez case,NEWS,Metro,unknown,2017.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,952.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
anastos bc focused,SPORTS,unknown,unknown,2017.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,952.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
new yorker names young poetry editor,LIVING ARTS,unknown,unknown,2017.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,952.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
analysis calls workings of suffolk probate procedural meltdown,NEWS,Metro,unknown,2017.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,952.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
edelman ex is linked to mets pitcher,LIVING ARTS,unknown,unknown,2017.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,952.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
female leaders pass hard won torch,NEWS,Metro,unknown,2017.0,-71.057993,42.360406,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,952.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
state warns against online pot delivery ads,BUSINESS,unknown,unknown,2017.0,-71.057716,42.35807,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,952.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
cappella clausura shines light on forgotten female composers,LIVING ARTS,unknown,unknown,2017.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,952.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
astros showing no weak spots,SPORTS,unknown,unknown,2017.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,952.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
immelt makes an early exit from ge,BUSINESS,unknown,unknown,2017.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,952.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
baker pushes congress to act on funds for key health programs,BUSINESS,unknown,unknown,2017.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,952.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
mass. insurers to support free birth control bill,NEWS,Metro,unknown,2017.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,952.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
life sciences nonprofit donating more than $300 000 to antipoverty groups,BUSINESS,unknown,unknown,2017.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,952.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
mass. nursing homes to close displacing many,BUSINESS,unknown,unknown,2017.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,952.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
tommy chang the scapegoat,EDITORIAL OPINION,Editorial,unknown,2017.0,-71.057993,42.360406,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,952.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
