hl1_x,position_section,position_subsection,author,year,longitude,latitude,Tract,T_Total,T_White alone,T_Black or African American alone,T_American Indian and Alaska Native alone,T_Asian alone,T_Native Hawaiian and Other Pacific Islander alone,T_Some Other Race alone,T_Population of two or more races,T_Total Hispanic or Latino origin,T_Not Hispanic or Latino,T_Hispanic or Latino,Article_Count,T_majority_race,Neighborhood,White alone,Black or African American alone,Hispanic or Latino,"Asian, Native Hawaiian and Pacific Islander",Other Races or Multiple Races,majority_race
with flurry of data no school predictor,NEWS,Metro,unknown,2016.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,978.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
throw the book at him,NEWS,Metro,unknown,2016.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,978.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
dottin puts on show for cambridge,SPORTS,unknown,unknown,2016.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,978.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
suffolk struggles are indicative of an ethics gap at us universities,EDITORIAL OPINION,Letters,unknown,2016.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,978.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
trooper suspended during inquiry,NEWS,Metro,unknown,2016.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,978.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
walsh evans condemn gun auction,NEWS,Metro,unknown,2016.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,978.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
defamation case against ex governor to go forward,NEWS,Metro,unknown,2016.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,978.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
drag race hopeful smalls boston bound,LIVING ARTS,unknown,unknown,2016.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,978.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
arts plan won work without details,EDITORIAL OPINION,Editorial,unknown,2016.0,-71.057993,42.360406,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,978.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
adl leader says massacre of armenians was genocide,NEWS,Metro,unknown,2016.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,978.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
is baker leaning toward backing kasich,NEWS,Metro,unknown,2016.0,-71.05645249999999,42.3590866,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,978.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
woman who denounced trump is mailed kkk symbol,NEWS,Metro,unknown,2016.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,978.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
lexington man who sought town assault weapons ban backs off,NEWS,Metro,unknown,2016.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,978.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
she spoke out on trump and kkk and then the hate mail arrived,EDITORIAL OPINION,Letters,unknown,2016.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,978.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
eye in the sky is suspenseful ethics 101,LIVING ARTS,unknown,unknown,2016.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,978.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
charlie and his fog machine,EDITORIAL OPINION,Opinion,unknown,2016.0,-71.057993,42.360406,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,978.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
mass. practitioners ties seem to have scant effect,NEWS,Metro,unknown,2016.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,978.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
cardiac lab suit tossed partially,NEWS,Metro,unknown,2016.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,978.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
for csne chin christmas miracle,SPORTS,unknown,unknown,2016.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,978.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
yancey may run for deeds registry,NEWS,Metro,unknown,2016.0,-71.0546708,42.3592001,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,978.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
boston dynamics robot may soon have new owner,BUSINESS,unknown,unknown,2016.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,978.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
scientists hope trump won cut research aid,BUSINESS,unknown,unknown,2016.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,978.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
western parts of the state draped in world of white,NEWS,Metro,unknown,2016.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,978.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
boston advances driverless car plan,BUSINESS,unknown,unknown,2016.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,978.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
trumpcotting seinfeld don think so,EDITORIAL OPINION,Opinion,unknown,2016.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,978.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
teachers ousted over sexual misconduct,NEWS,Metro,unknown,2016.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,978.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
crv takes on trump over immigration,BUSINESS,unknown,unknown,2016.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,978.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
does poverty drive homeless rates,BUSINESS,unknown,unknown,2016.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,978.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
report boosts expansion plan for children,BUSINESS,unknown,unknown,2016.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,978.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
city police residents embrace body cameras,NEWS,Metro,unknown,2016.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,978.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
senator defends upgrade of house,NEWS,Metro,unknown,2016.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,978.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
council approves rating system,NEWS,Metro,unknown,2016.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,978.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
scott brown part of hot mess at fox,EDITORIAL OPINION,Opinion,unknown,2016.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,978.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
body cameras go only so far,EDITORIAL OPINION,Opinion,By Martin J. Walsh and William Evans,2016.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,978.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
uber unveils ira plan in boston,BUSINESS,unknown,unknown,2016.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,978.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
year old magic number,NEWS,Metro,unknown,2016.0,-71.057993,42.360406,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,978.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
apple resisting us in hub case,BUSINESS,unknown,unknown,2016.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,978.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
lifting cap on charters would send district schools spiraling,EDITORIAL OPINION,Letters,unknown,2016.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,978.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
board rejects project despite mayor support,NEWS,Metro,unknown,2016.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,978.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
man dies in alarm palmer blaze,NEWS,Metro,unknown,2016.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,978.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
football playoff system unchanged,SPORTS,unknown,unknown,2016.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,978.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
zipcar rolls out instant registration,BUSINESS,unknown,unknown,2016.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,978.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
new england literary news,LIVING ARTS,unknown,unknown,2016.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,978.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
bringing the beach inside,LIVING ARTS,unknown,unknown,2016.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,978.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
$2.4m settlement set in wage case,BUSINESS,unknown,unknown,2016.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,978.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
hedges against rising interest rates prove costly,BUSINESS,unknown,unknown,2016.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,978.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
getting leave to care for ill spouse,BUSINESS,unknown,unknown,2016.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,978.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
lapses on drugs cost cvs $3.5m,NEWS,Metro,unknown,2016.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,978.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
time to fix it for plumber,NEWS,Metro,unknown,2016.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,978.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
prouty suit pared moves forward,BUSINESS,unknown,unknown,2016.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,978.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
author clare excited for tv launch of her fantasy series,LIVING ARTS,unknown,unknown,2016.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,978.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
do you trust these starters,SPORTS,unknown,unknown,2016.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,978.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
growing pains in cannabis industry,NEWS,Metro,unknown,2016.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,978.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
judge won issue prouty injunction,BUSINESS,unknown,unknown,2016.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,978.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
openings closings events and more north of boston,REGIONAL,North,unknown,2016.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,978.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
victim fires back against st. paul,NEWS,Metro,unknown,2016.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,978.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
master of masters in cardiac surgery dies,NEWS,Metro,unknown,2016.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,978.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
talking points,BUSINESS,unknown,unknown,2016.0,-71.0575375,42.3616719,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,978.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
lifting the veil on drug pricing,EDITORIAL OPINION,Editorial,unknown,2016.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,978.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
don send foreign entrepreneurs packing,EDITORIAL OPINION,Opinion,By Jeffrey J. Bussgang and Bill Brah,2016.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,978.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
fare hikes divide the politicians,NEWS,Metro,unknown,2016.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,978.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
fightingcancer,EDITORIAL OPINION,Opinion,By Larry Lucchino,2016.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,978.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
stripper at libertarian convention was only small part of the story,NEWS,Metro,unknown,2016.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,978.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
dating app hoaxes end in holdups police say,NEWS,Metro,unknown,2016.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,978.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
live shells on plymouth beaches after 4th fireworks show goes awry,NEWS,Metro,unknown,2016.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,978.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
baker let state run pension,BUSINESS,unknown,unknown,2016.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,978.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
is your company top place to work,BUSINESS,unknown,unknown,2016.0,-71.0561981,42.3587684,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,978.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
female only rides raise legal doubts,BUSINESS,unknown,unknown,2016.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,978.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
nitsch engineering chosen as no. medium size company,MAGAZINE,unknown,By Sarah Shemkus,2016.0,-71.06022310000002,42.3597506,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,978.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
don trash the,EDITORIAL OPINION,Opinion,By Michelle Wu and Josh Zakim,2016.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,978.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
western mass. celebrates beer week,LIVING ARTS,Food,unknown,2016.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,978.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
headquarters in hub will be boon to the area,EDITORIAL OPINION,Letters,unknown,2016.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,978.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
papi recalls the time pedro saved him,LIVING ARTS,unknown,unknown,2016.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,978.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
rise in earnings lifts wayfair stock,BUSINESS,unknown,unknown,2016.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,978.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
csi ipswich high,REGIONAL,North,unknown,2016.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,978.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
ad battle begins over farm animal ballot measure,NEWS,Metro,unknown,2016.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,978.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
to understand the charter cap battle follow the money,NEWS,Metro,unknown,2016.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,978.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
two sides to debate cage free egg ballot issue,NEWS,Metro,unknown,2016.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,978.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
mersana expands ties to japanese company,BUSINESS,unknown,unknown,2016.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,978.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
mersana expands ties to japanese company,BUSINESS,unknown,unknown,2016.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,978.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
pittsfield newspaper to return to local owners,BUSINESS,unknown,unknown,2016.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,978.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
these people had the smarts to launch careers in booming fields,MAGAZINE,unknown,By Elizabeth Gehrman,2016.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,978.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
cambridge others mark indigenous peoples day,NEWS,Metro,unknown,2016.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,978.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
he loves his work whether he arriving or departing,SUNDAY,Travel,unknown,2016.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,978.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
employment jackpot,BUSINESS,unknown,unknown,2016.0,-71.0590624,42.3604802,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,978.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
legend monkeys around with the tarzan story,LIVING ARTS,unknown,unknown,2016.0,-71.0561981,42.3587684,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,978.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
proceed carefully on immigration status checks,EDITORIAL OPINION,Editorial,unknown,2016.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,978.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
nick martin voice going silent at the bra,BUSINESS,unknown,unknown,2016.0,-71.05762310000001,42.3603456,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,978.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
labrie is released on bail given gps monitoring device,NEWS,Metro,unknown,2016.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,978.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
