hl1_x,position_section,position_subsection,author,year,longitude,latitude,Tract,T_Total,T_White alone,T_Black or African American alone,T_American Indian and Alaska Native alone,T_Asian alone,T_Native Hawaiian and Other Pacific Islander alone,T_Some Other Race alone,T_Population of two or more races,T_Total Hispanic or Latino origin,T_Not Hispanic or Latino,T_Hispanic or Latino,Article_Count,T_majority_race,Neighborhood,White alone,Black or African American alone,Hispanic or Latino,"Asian, Native Hawaiian and Pacific Islander",Other Races or Multiple Races,majority_race
lesson from oklahoma on reform,SUNDAY,Ideas,By Caleb Gayle,2019.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,987.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
groundbreaking vote in newton,NEWS,unknown,unknown,2019.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,987.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
advice what to do when you re always the host never the dinner guest,MAGAZINE,unknown,By Robin Abrahams,2019.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,987.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
should the state double the exemption taxpayers can claim for dependents,NEWS,unknown,unknown,2019.0,-71.0586282,42.358241,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,987.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
what happening south of boston,NEWS,unknown,unknown,2019.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,987.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
theater chief accused of inappropriate behavior,NEWS,Metro,unknown,2019.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,987.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
mema urges hurricane prep,NEWS,Metro,unknown,2019.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,987.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
edwards wows them and other vegas lessons,SPORTS,unknown,unknown,2019.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,987.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
chappaquiddick and privilege,EDITORIAL OPINION,Opinion,unknown,2019.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,987.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
medical parole rarely granted to ailing inmates,NEWS,Metro,unknown,2019.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,987.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
city hall extortion case final challenge,NEWS,Metro,unknown,2019.0,-71.057993,42.360406,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,987.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
callahan less eei is drastic face lift,SPORTS,unknown,unknown,2019.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,987.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
we re all in this (awful traffic jam) together,EDITORIAL OPINION,Letters,unknown,2019.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,987.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
jewish groups shift focus of day of lamentations,NEWS,Metro,unknown,2019.0,-71.0602747,42.3609954,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,987.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
mass. needs congestion pricing now,EDITORIAL OPINION,Opinion,By David Keith,2019.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,987.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
city aims $26m at creating housing,BUSINESS,unknown,unknown,2019.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,987.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
agenda,BUSINESS,unknown,unknown,2019.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,987.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
settlement may be near for quebec to mass. power line,BUSINESS,unknown,unknown,2019.0,-71.0586446,42.3582189,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,987.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
law fbi file reveals death threats,NEWS,Metro,unknown,2019.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,987.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
amendola and culpo vacation together,LIVING ARTS,unknown,unknown,2019.0,-71.0561428,42.3580401,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,987.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
what to know when the flu turns deadly,NEWS,Metro,unknown,2019.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,987.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
costs top $1b in merrimack valley disaster,NEWS,Metro,unknown,2019.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,987.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
salem pot shop not serving recreational users for now,NEWS,Metro,unknown,2019.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,987.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
report healey balked at proposed pharma settlement,NEWS,Metro,unknown,2019.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,987.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
the father of reddit on the importance of family leave,NEWS,Metro,unknown,2019.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,987.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
judge accused in ice case asks that charges be dropped,NEWS,Metro,unknown,2019.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,987.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
no. everett proves no match,SPORTS,School,unknown,2019.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,987.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
recession or expansion jobs report lets you decide.,BUSINESS,unknown,unknown,2019.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,987.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
two more cases of eee confirmed in humans,NEWS,Metro,unknown,2019.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,987.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
grieving kin of opioid victims picket at court,NEWS,Metro,unknown,2019.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,987.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
dual ing thoughts on crowning champions,SPORTS,unknown,unknown,2019.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,987.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
ahl reboot has been hard on donato,SPORTS,unknown,unknown,2019.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,987.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
pressley rips emergency declaration as fake,NEWS,Metro,unknown,2019.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,987.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
uncorking some fun and fund raising,LIVING ARTS,unknown,unknown,2019.0,-71.0500751,42.3565879,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,987.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
after 13 years saddlebred goes home,NEWS,Metro,unknown,2019.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,987.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
preventable tragedy that haunts summer,EDITORIAL OPINION,Editorial,unknown,2019.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,987.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
come clean avis takes its time in wiper fiasco,BUSINESS,unknown,unknown,2019.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,987.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
be your own sommelier,BUSINESS,unknown,unknown,2019.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,987.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
bruschi is recovering after another stroke,SPORTS,unknown,unknown,2019.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,987.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
celtics summer squad intriguing,SPORTS,unknown,unknown,2019.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,987.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
an nhl player gets married on cape cod with an assist from his brother,MAGAZINE,unknown,By Marni Elyse Katz,2019.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,987.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
brady shares retirement plans with colbert,LIVING ARTS,unknown,unknown,2019.0,-71.0561428,42.3580401,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,987.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
big game big test for legal betting,BUSINESS,unknown,unknown,2019.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,987.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
who unafraid of virginia woolf,LIVING ARTS,unknown,unknown,2019.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,987.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
weld true north he has no true north,EDITORIAL OPINION,Opinion,unknown,2019.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,987.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
cousy havlicek can appreciate this,SPORTS,unknown,unknown,2019.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,987.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
medical immigration issues leave families in need,NEWS,Metro,unknown,2019.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,987.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
loss drops alabama to no. in ap poll,SPORTS,unknown,unknown,2019.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,987.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
poor workers struggling with child care debt trap,NEWS,Metro,unknown,2019.0,-71.05754,42.3569827,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,987.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
balla kouyat carries the sound of his people history,LIVING ARTS,unknown,unknown,2019.0,-71.0491475,42.3592478,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,987.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
vinnie on the lookout for hazards,BUSINESS,unknown,unknown,2019.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,987.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
cape writer is national book award finalist,LIVING ARTS,unknown,unknown,2019.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,987.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
brown hires agent to negotiate contracts,SPORTS,unknown,unknown,2019.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,987.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
kapler fired as phillies manager,SPORTS,unknown,unknown,2019.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,987.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
candidate loans hit $3m,NEWS,Metro,unknown,2019.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,987.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
turning the crimson tide,BUSINESS,unknown,unknown,2019.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,987.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
convicted felon seeks years on gun charge,NEWS,Metro,unknown,2019.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,987.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
man avoids jail for threats to okcupid,NEWS,Metro,unknown,2019.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,987.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
masterchef will hold auditions in boston this month,LIVING ARTS,unknown,unknown,2019.0,-71.0496875,42.3599852,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,987.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
double trouble,LIVING ARTS,unknown,unknown,2019.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,987.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
farewell to one of the best,NEWS,Metro,unknown,2019.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,987.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
some families are scarier than others,LIVING ARTS,unknown,unknown,2019.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,987.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
verizon bringing fast 5g service to boston this year,BUSINESS,unknown,unknown,2019.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,987.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
newton judge charged with obstructing justice,NEWS,Metro,unknown,2019.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,987.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
players of the week,SPORTS,unknown,unknown,2019.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,987.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
how to protect against measles,NEWS,Metro,unknown,2019.0,-71.0561981,42.3587684,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,987.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
jury deliberates an 11th day on fate of ex drug executives,BUSINESS,unknown,unknown,2019.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,987.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
this day in history,NEWS,Metro,unknown,2019.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,987.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
globe top 20,SPORTS,unknown,unknown,2019.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,987.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
trading for davis is tricky,SPORTS,unknown,unknown,2019.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,987.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
judge release suit vs. purdue,NEWS,Metro,unknown,2019.0,-71.0611516,42.359835,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,987.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
put the lottery online,EDITORIAL OPINION,Opinion,By Deborah Goldberg,2019.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,987.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
walsh mass. not ready,NEWS,Metro,unknown,2019.0,-71.05690799999999,42.36128799999999,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,987.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
local authors win american library association awards,LIVING ARTS,unknown,unknown,2019.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,987.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
opioid maker used bribes kickbacks us says,BUSINESS,unknown,unknown,2019.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,987.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
vt. carbon culprit,NEWS,Metro,unknown,2019.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,987.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
brzezinski stops by tatte bakery asks instagram how to pronounce it,LIVING ARTS,unknown,unknown,2019.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,987.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
for boston blueprint for green goal,NEWS,Metro,unknown,2019.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,987.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
wynn resorts to be fined over sex allegations,NEWS,Metro,unknown,2019.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,987.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
their cares sail away with the rhythm of the waves,NEWS,unknown,unknown,2019.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,987.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
it thing,LIVING ARTS,unknown,unknown,2019.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,987.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
back to earth,SUNDAY,Travel,unknown,2019.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,987.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
battlegreen run benefits everyone,NEWS,unknown,unknown,2019.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,987.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
it not easy to watch this series,SPORTS,unknown,unknown,2019.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,987.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
bird sightings on cape cod,LIVING ARTS,unknown,unknown,2019.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,987.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
how to tackle your food issues,LIVING ARTS,unknown,unknown,2019.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,987.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
howell begle 74 helped r&b singers recover royalties,NEWS,Metro,unknown,2019.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,987.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
officers gun range shooting called accidental,NEWS,Metro,unknown,2019.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,987.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
